"file","year.x","state","density","Gender","time","year.y"
"1977_Texas_Houston_Milby_4-17.png",1977,"Texas",0.236449206465668,"Male","(1974,1979]",1977
"1979_California_San-Francisco_Abraham-Lincoln_6-8.png",1979,"California",0.226899157292948,"Male","(1974,1979]",1979
"1979_New-York_Brooklyn_Samuel-J-Tilden_f-11-4.png",1979,"New-York",0.29829208479963,"Female","(1974,1979]",1979
"1980_California_San-Diego_Mission-Bay_2-02.png",1980,"California",0.300013890655324,"Female","(1979,1984]",1980
"1980_Massachusetts_Southbridge_St-Marys_8-3.png",1980,"Massachusetts",0.293004573170959,"Female","(1979,1984]",1980
"1983_California_San-Francisco_Abraham-Lincoln_23-4.png",1983,"California",0.219153684902911,"Male","(1979,1984]",1983
"1983_California_San-Francisco_Abraham-Lincoln_7-3.png",1983,"California",0.218873047750457,"Male","(1979,1984]",1983
"1987_Massachusetts_Southbridge_St-Marys_2-3.png",1987,"Massachusetts",0.290883579837691,"Female","(1984,1989]",1987
"1988_California_San-Francisco_Abraham-Lincoln_1-8.png",1988,"California",0.168463726862986,"Male","(1984,1989]",1988
"1988_California_San-Francisco_Abraham-Lincoln_14-14.png",1988,"California",0.301892128959895,"Female","(1984,1989]",1988
"1989_California_San-Francisco_Abraham-Lincoln_14-10.png",1989,"California",0.161743139149241,"Male","(1984,1989]",1989
"1990_Virginia_Arlington_Washington-Lee_f-12-12.png",1990,"Virginia",0.293607208841024,"Female","(1989,1994]",1990
"1992_California_San-Francisco_Abraham-Lincoln_11-19.png",1992,"California",0.148730828245999,"Male","(1989,1994]",1992
"1992_Indiana_Evansville_Harrison_16-16.png",1992,"Indiana",0.357643625590169,"Female","(1989,1994]",1992
"1994_California_San-Francisco_Abraham-Lincoln_8-6.png",1994,"California",0.165307086325532,"Male","(1989,1994]",1994
"1995_California_Brentwood_Liberty-Union_18-7.png",1995,"California",0.14822565440938,"Male","(1994,1999]",1995
"1995_Indiana_Evansville_Harrison_5-23.png",1995,"Indiana",0.275682575798893,"Female","(1994,1999]",1995
"1997_Indiana_Evansville_Harrison_7-16.png",1997,"Indiana",0.130098213468799,"Male","(1994,1999]",1997
"1999_Massachusetts_Plymouth_Plymouth-North_7-5.png",1999,"Massachusetts",0.285363512249463,"Female","(1994,1999]",1999
"2000_Virginia_Arlington_Washington-Lee_f-9-3.png",2000,"Virginia",0.331466989130853,"Female","(1999,2004]",2000
"2001_Indiana_Evansville_Harrison_3-14.png",2001,"Indiana",0.275303157341601,"Female","(1999,2004]",2001
"2001_Massachusetts_Plymouth_Plymouth-North_3-5.png",2001,"Massachusetts",0.154253664931325,"Male","(1999,2004]",2001
"2004_California_San-Francisco_Abraham-Lincoln_11-12.png",2004,"California",0.151834661754871,"Male","(1999,2004]",2004
"2005_Indiana_Evansville_Harrison_17-13.png",2005,"Indiana",0.251027386712566,"Female","(2004,2009]",2005
"2007_Massachusetts_Southbridge_Southbridge_8-3.png",2007,"Massachusetts",0.148223555641934,"Male","(2004,2009]",2007
"2009_California_San-Diego_Mission-Bay_8-3.png",2009,"California",0.142591726708087,"Male","(2004,2009]",2009
"2009_Massachusetts_Plymouth_Plymouth-North_5-5.png",2009,"Massachusetts",0.243028466616196,"Female","(2004,2009]",2009
"2010_Virginia_Arlington_Washington-Lee_3-16.png",2010,"Virginia",0.313800380616855,"Female","(2009,2014]",2010
"2012_Massachusetts_Plymouth_Plymouth-North_17-5.png",2012,"Massachusetts",0.141478174113114,"Male","(2009,2014]",2012
"2012_Vermont_Rutland_Rutland_10-4.png",2012,"Vermont",0.284016477713334,"Female","(2009,2014]",2012
"2013_Virginia_Arlington_Washington-Lee_17-05.png",2013,"Virginia",0.150273546885505,"Male","(2009,2014]",2013
