"file","year","state","density","Gender","decade"
"1963_Missouri_Kansas-City_Paseo_0-11.png",1963,"Missouri",0.314511032261655,"Female","60s"
"1995_Indiana_Evansville_Harrison_11-19.png",1995,"Indiana",0.314490029918635,"Female","90s"
"1946_Missouri_Kansas-City_Paseo_0-2.png",1946,"Missouri",0.314235796164055,"Female","40s"
"1982_California_San-Francisco_Abraham-Lincoln_17-3.png",1982,"California",0.313939595908243,"Female","80s"
"2010_Virginia_Arlington_Washington-Lee_3-16.png",2010,"Virginia",0.313800380616855,"Female","10s"
"1972_California_San-Francisco_Abraham-Lincoln_1-12.png",1972,"California",0.313581956063181,"Female","70s"
"1975_Pennsylvania_Pittsburgh_South-Hills_1-11.png",1975,"Pennsylvania",0.312337127357251,"Female","70s"
"1984_Texas_Houston_Milby_13-25.png",1984,"Texas",0.31196708187337,"Female","80s"
"1973_New-York_Brooklyn_Thomas-Jefferson_17-2.png",1973,"New-York",0.311787891278798,"Female","70s"
"1967_Virginia_Arlington_Washington-Lee_f-9-10.png",1967,"Virginia",0.311764583877234,"Female","60s"
"2010_Virginia_Arlington_Washington-Lee_f-4-22.png",2010,"Virginia",0.311714636751086,"Female","10s"
"1995_California_Brentwood_Liberty-Union_0-7.png",1995,"California",0.310498906731687,"Female","90s"
"1984_Texas_Houston_Milby_10-7.png",1984,"Texas",0.310380276311605,"Female","80s"
"1985_Vermont_Rutland_Rutland_5-5.png",1985,"Vermont",0.309017570869886,"Female","80s"
"1943_Ohio_Cleveland_Collinwood_22-4.png",1943,"Ohio",0.308819650626886,"Female","40s"
"1974_New-York_Brooklyn_Samuel-J-Tilden_18-22.png",1974,"New-York",0.308423121417334,"Female","70s"
"1984_New-York_Brooklyn_Samuel-J-Tilden_5-1.png",1984,"New-York",0.308274478902167,"Female","80s"
"1987_New-York_Brooklyn_Samuel-J-Tilden_20-03.png",1987,"New-York",0.307255323809781,"Female","80s"
"1945_Ohio_Cleveland_Collinwood_19-00.png",1945,"Ohio",0.307016672018128,"Female","40s"
"1989_Missouri_Kansas-City_Paseo_3-2.png",1989,"Missouri",0.306662229685086,"Female","80s"
"2000_New-York_Brooklyn_Samuel-J-Tilden_11-2.png",2000,"New-York",0.306563320321441,"Female","00s"
"1945_Missouri_Kansas-City_Paseo_f-5-8.png",1945,"Missouri",0.306275455762695,"Female","40s"
"1977_South-Carolina_Charleston_Middleton_18-3.png",1977,"South-Carolina",0.30550039030462,"Female","70s"
"1974_California_San-Francisco_Abraham-Lincoln_33-10.png",1974,"California",0.305315007484595,"Female","70s"
"1994_California_San-Francisco_Abraham-Lincoln_2-2.png",1994,"California",0.304074296451428,"Female","90s"
"1984_Massachusetts_Plymouth_Plymouth-Carver_57-6.png",1984,"Massachusetts",0.303480609763703,"Female","80s"
"1979_Massachusetts_Southbridge_Southbridge_24-4.png",1979,"Massachusetts",0.302868736862563,"Female","70s"
"2010_California_San-Francisco_Abraham-Lincoln_21-13.png",2010,"California",0.302763327000988,"Female","10s"
"1945_Washington_Seattle_Broadway_7-7.png",1945,"Washington",0.302511423451045,"Female","40s"
"1991_California_San-Francisco_Abraham-Lincoln_6-11.png",1991,"California",0.302487932110466,"Female","90s"
"1980_California_San-Francisco_Abraham-Lincoln_16-0.png",1980,"California",0.302202680649906,"Female","80s"
"1988_California_San-Francisco_Abraham-Lincoln_14-14.png",1988,"California",0.301892128959895,"Female","80s"
"1991_California_San-Francisco_Abraham-Lincoln_15-6.png",1991,"California",0.301689669614236,"Female","90s"
"1998_Vermont_Rutland_Rutland_10-3.png",1998,"Vermont",0.301496318509506,"Female","90s"
"1940_Texas_Houston_Milby_5-14.png",1940,"Texas",0.301483873521708,"Female","40s"
"1984_California_San-Francisco_Abraham-Lincoln_25-8.png",1984,"California",0.301241230253425,"Female","80s"
"1980_California_San-Diego_Mission-Bay_2-02.png",1980,"California",0.300013890655324,"Female","80s"
"2003_Kansas_Kansas-City_Harmon_0-7.png",2003,"Kansas",0.29959793143208,"Female","00s"
"1944_Massachusetts_Plymouth_Plymouth_12-7.png",1944,"Massachusetts",0.298995634070103,"Female","40s"
"1940_Virginia_Arlington_Washington-Lee_f-11-24.png",1940,"Virginia",0.298839489637127,"Female","40s"
"2013_Virginia_Arlington_Washington-Lee_23-5.png",2013,"Virginia",0.298711596607043,"Female","10s"
"1979_New-York_Brooklyn_Samuel-J-Tilden_f-11-4.png",1979,"New-York",0.29829208479963,"Female","70s"
"1968_California_San-Francisco_Abraham-Lincoln_29-10.png",1968,"California",0.296428811214532,"Female","60s"
"1999_Indiana_Evansville_Harrison_10-19.png",1999,"Indiana",0.296227538159103,"Female","90s"
"1972_Virginia_Arlington_Washington-Lee_21-5.png",1972,"Virginia",0.296042610297098,"Female","70s"
"1948_New-York_Brooklyn_Thomas-Jefferson_47-3.png",1948,"New-York",0.295856966935607,"Female","40s"
"1943_New-York_Brooklyn_Thomas-Jefferson_f-10-13.png",1943,"New-York",0.295295637216158,"Female","40s"
"2009_Alabama_Jasper_Dora_9-7.png",2009,"Alabama",0.294364761675014,"Female","00s"
"1943_New-York_Brooklyn_Thomas-Jefferson_11-18.png",1943,"New-York",0.294104623012378,"Female","40s"
"1945_Alabama_Jasper_Dora_3-3.png",1945,"Alabama",0.293760171361871,"Female","40s"
"1980_Massachusetts_Southbridge_St-Marys_8-3.png",1980,"Massachusetts",0.293004573170959,"Female","80s"
"1991_Massachusetts_Plymouth_Plymouth-North_10-6.png",1991,"Massachusetts",0.29262500011176,"Female","90s"
"1981_Massachusetts_Plymouth_Plymouth-Carver_27-9.png",1981,"Massachusetts",0.292084025223431,"Female","80s"
"1942_Pennsylvania_Pittsburgh_Carrick_3-9.png",1942,"Pennsylvania",0.291772354299438,"Female","40s"
"1973_New-York_Brooklyn_Thomas-Jefferson_27-01.png",1973,"New-York",0.291248908799255,"Female","70s"
"1964_Missouri_Kansas-City_Paseo_3-00.png",1964,"Missouri",0.291028046005877,"Female","60s"
"1987_Massachusetts_Southbridge_St-Marys_2-3.png",1987,"Massachusetts",0.290883579837691,"Female","80s"
"1977_Texas_Houston_Milby_44-11.png",1977,"Texas",0.290803555655718,"Female","70s"
"1965_Virginia_Arlington_Washington-Lee_5-2.png",1965,"Virginia",0.289936281569337,"Female","60s"
"1949_California_Brentwood_Liberty-Union_0-10.png",1949,"California",0.289921069114279,"Female","40s"
"1973_New-York_Brooklyn_Thomas-Jefferson_37-03.png",1973,"New-York",0.28953946806923,"Female","70s"
"1982_Vermont_Rutland_Rutland_12-12.png",1982,"Vermont",0.289485280566697,"Female","80s"
"1992_California_San-Francisco_Abraham-Lincoln_1-9.png",1992,"California",0.289245169835968,"Female","90s"
"2010_Vermont_Rutland_Rutland_0-7.png",2010,"Vermont",0.28853613452616,"Female","10s"
"1982_Missouri_Kansas-City_Paseo_3-0.png",1982,"Missouri",0.288161745986013,"Female","80s"
"2009_Virginia_Arlington_Washington-Lee_f-12-5.png",2009,"Virginia",0.288053521159003,"Female","00s"
"2010_California_San-Diego_Mission-Bay_4-011.png",2010,"California",0.287258426372015,"Female","10s"
"1965_Virginia_Arlington_Washington-Lee_38-7.png",1965,"Virginia",0.286702242055474,"Female","60s"
"1984_Texas_Houston_Milby_24-23.png",1984,"Texas",0.286085734589654,"Female","80s"
"1988_California_San-Francisco_Abraham-Lincoln_23-3.png",1988,"California",0.286035030985202,"Female","80s"
"2010_Vermont_Rutland_Rutland_f-21-10.png",2010,"Vermont",0.285656295663443,"Female","10s"
"1999_Massachusetts_Plymouth_Plymouth-North_7-5.png",1999,"Massachusetts",0.285363512249463,"Female","90s"
"2013_Virginia_Arlington_Washington-Lee_17-04.png",2013,"Virginia",0.285327493264945,"Female","10s"
"1993_Massachusetts_Plymouth_Plymouth-North_5-6.png",1993,"Massachusetts",0.28487307751598,"Female","90s"
"1947_North-Carolina_Lincolnton_Lincolnton_7-5.png",1947,"North-Carolina",0.284752957422709,"Female","40s"
"2010_Vermont_Rutland_Rutland_f-20-10.png",2010,"Vermont",0.284555411809932,"Female","10s"
"2012_Vermont_Rutland_Rutland_10-4.png",2012,"Vermont",0.284016477713334,"Female","10s"
"2004_Vermont_Rutland_Rutland_5-4.png",2004,"Vermont",0.283944313082495,"Female","00s"
"1942_Vermont_Rutland_Rutland_9-13.png",1942,"Vermont",0.283506578739533,"Female","40s"
"1978_Massachusetts_Southbridge_St-Marys_0-6.png",1978,"Massachusetts",0.283162864009257,"Female","70s"
"1982_Missouri_Kansas-City_Paseo_12-011.png",1982,"Missouri",0.283003947452339,"Female","80s"
"1985_Missouri_Kansas-City_Paseo_1-6.png",1985,"Missouri",0.282789507855937,"Female","80s"
"2013_Kansas_Kansas-City_Harmon_f-5-11.png",2013,"Kansas",0.282655297568436,"Female","10s"
"2013_Kansas_Kansas-City_Harmon_3-15.png",2013,"Kansas",0.282629010121992,"Female","10s"
"1975_California_San-Francisco_Abraham-Lincoln_17-3.png",1975,"California",0.282150476242791,"Female","70s"
"1986_California_San-Francisco_Abraham-Lincoln_14-15.png",1986,"California",0.281784352850949,"Female","80s"
"2009_Virginia_Arlington_Washington-Lee_f-4-14.png",2009,"Virginia",0.280067518471016,"Female","00s"
"1943_New-York_Brooklyn_Thomas-Jefferson_f-35-0.png",1943,"New-York",0.280044491867493,"Female","40s"
"2013_Virginia_Arlington_Washington-Lee_22-6.png",2013,"Virginia",0.279759984312191,"Female","10s"
"2005_Indiana_Evansville_Harrison_21-18.png",2005,"Indiana",0.279017420179594,"Female","00s"
"1945_Washington_Seattle_Broadway_7-9.png",1945,"Washington",0.278998220206089,"Female","40s"
"2004_New-York_Brooklyn_Samuel-J-Tilden_3-4.png",2004,"New-York",0.278567681371133,"Female","00s"
"1943_Missouri_Kansas-City_Paseo_5-5.png",1943,"Missouri",0.27803403680181,"Female","40s"
"1964_Massachusetts_Southbridge_Southbridge_11-3.png",1964,"Massachusetts",0.277981322674072,"Female","60s"
"1949_North-Carolina_Lincolnton_Lincolnton_2-16.png",1949,"North-Carolina",0.277801144396839,"Female","40s"
"1948_Pennsylvania_Pittsburgh_David-B-Oliver_15-4.png",1948,"Pennsylvania",0.277448418750328,"Female","40s"
"1992_California_San-Francisco_Abraham-Lincoln_6-8.png",1992,"California",0.2773170339058,"Female","90s"
"1964_Indiana_Indianapolis_Arlington_13-0.png",1964,"Indiana",0.276848231331838,"Female","60s"
"1974_New-York_Brooklyn_Samuel-J-Tilden_13-6.png",1974,"New-York",0.276448054774599,"Female","70s"
"1945_Washington_Seattle_Broadway_3-12.png",1945,"Washington",0.275797530465516,"Female","40s"
"1977_Texas_Houston_Milby_25-9.png",1977,"Texas",0.275775376058893,"Female","70s"
"1995_Indiana_Evansville_Harrison_5-23.png",1995,"Indiana",0.275682575798893,"Female","90s"
"1997_Vermont_Rutland_Rutland_6-03.png",1997,"Vermont",0.275361027815453,"Female","90s"
"2001_Indiana_Evansville_Harrison_3-14.png",2001,"Indiana",0.275303157341601,"Female","00s"
"1997_Vermont_Rutland_Rutland_14-010.png",1997,"Vermont",0.275010547389098,"Female","90s"
"1962_Missouri_Kansas-City_Paseo_14-5.png",1962,"Missouri",0.274404426423947,"Female","60s"
"1998_California_Brentwood_Liberty-Union_27-4.png",1998,"California",0.273943540212664,"Female","90s"
"1969_Michigan_Charlevoix_Charlevoix_f-7-6.png",1969,"Michigan",0.273842665495566,"Female","60s"
"2012_Massachusetts_Plymouth_Plymouth-North_24-5.png",2012,"Massachusetts",0.273633900999868,"Female","10s"
"1943_Vermont_Rutland_Rutland_0-6.png",1943,"Vermont",0.273020923766135,"Female","40s"
"2005_Indiana_Evansville_Harrison_12-23.png",2005,"Indiana",0.273013195533488,"Female","00s"
"2013_Virginia_Arlington_Washington-Lee_9-2.png",2013,"Virginia",0.272767015979429,"Female","10s"
"2013_California_San-Francisco_Abraham-Lincoln_24-8.png",2013,"California",0.272470215477059,"Female","10s"
"2004_New-York_Brooklyn_Samuel-J-Tilden_14-01.png",2004,"New-York",0.27208017978041,"Female","00s"
"1990_California_San-Francisco_Abraham-Lincoln_10-12.png",1990,"California",0.271742008133848,"Female","90s"
"2005_Indiana_Evansville_Harrison_1-15.png",2005,"Indiana",0.271736175870062,"Female","00s"
"1966_Missouri_Kansas-City_Paseo_f-12-5.png",1966,"Missouri",0.271727086023034,"Female","60s"
"1962_Missouri_Kansas-City_Paseo_1-8.png",1962,"Missouri",0.271537670747561,"Female","60s"
"2005_Vermont_Rutland_Rutland_10-16.png",2005,"Vermont",0.271123029831537,"Female","00s"
"2012_Vermont_Rutland_Rutland_6-00.png",2012,"Vermont",0.27083751829518,"Female","10s"
"1968_Missouri_Kansas-City_Paseo_f-2-4.png",1968,"Missouri",0.270746082210737,"Female","60s"
"1990_California_San-Francisco_Abraham-Lincoln_14-16.png",1990,"California",0.270445936113798,"Female","90s"
"1994_Indiana_Evansville_Harrison_11-5.png",1994,"Indiana",0.270273147295458,"Female","90s"
"2013_Kansas_Kansas-City_Harmon_f-5-6.png",2013,"Kansas",0.269561137295955,"Female","10s"
"1997_Indiana_Evansville_Harrison_5-9.png",1997,"Indiana",0.268482967582476,"Female","90s"
"1945_New-York_Brooklyn_Samuel-J-Tilden_f-25-1.png",1945,"New-York",0.268119982329933,"Female","40s"
"2013_Virginia_Arlington_Washington-Lee_9-6.png",2013,"Virginia",0.268004378055902,"Female","10s"
"2012_Vermont_Rutland_Rutland_4-0.png",2012,"Vermont",0.267995877512225,"Female","10s"
"1962_Alabama_Birmingham_Parker_10-5.png",1962,"Alabama",0.266895372247117,"Female","60s"
"1978_Massachusetts_Southbridge_Southbridge_4-3.png",1978,"Massachusetts",0.26560721519274,"Female","70s"
"1991_Indiana_Evansville_Harrison_7-16.png",1991,"Indiana",0.264770271951459,"Female","90s"
"2003_Vermont_Rutland_Rutland_19-3.png",2003,"Vermont",0.26457894324456,"Female","00s"
"1948_New-York_Brooklyn_Thomas-Jefferson_11-1.png",1948,"New-York",0.263901922403925,"Female","40s"
"2009_Kansas_Kansas-City_Schlagle_f-0-14.png",2009,"Kansas",0.26047575952005,"Female","00s"
"1971_California_San-Francisco_Abraham-Lincoln_10-12.png",1971,"California",0.260357252502092,"Female","70s"
"2013_Kansas_Kansas-City_Harmon_f-1-18.png",2013,"Kansas",0.259912655836859,"Female","10s"
"2010_Vermont_Rutland_Rutland_f-21-5.png",2010,"Vermont",0.259466630966665,"Female","10s"
"1967_Missouri_Kansas-City_Paseo_f-2-0.png",1967,"Missouri",0.259030821464005,"Female","60s"
"2012_California_San-Francisco_Abraham-Lincoln_0-4.png",2012,"California",0.258527375024289,"Female","10s"
"1965_Missouri_Kansas-City_Paseo_f-9-3.png",1965,"Missouri",0.257139597763465,"Female","60s"
"2005_Indiana_Evansville_Harrison_18-18.png",2005,"Indiana",0.256535235395,"Female","00s"
"2009_Massachusetts_Plymouth_Plymouth-North_13-7.png",2009,"Massachusetts",0.256490494674318,"Female","00s"
"2009_Virginia_Arlington_Washington-Lee_f-10-13.png",2009,"Virginia",0.256007584676395,"Female","00s"
"1965_Alabama_Huntsville_Lee_f-172.png",1965,"Alabama",0.255621176303693,"Female","60s"
"2008_California_San-Francisco_Abraham-Lincoln_12-8.png",2008,"California",0.255195503470608,"Female","00s"
"1998_Indiana_Evansville_Harrison_9-29.png",1998,"Indiana",0.25495531008374,"Female","90s"
"1945_New-York_Brooklyn_Samuel-J-Tilden_f-36-2.png",1945,"New-York",0.254930005430438,"Female","40s"
"1992_Indiana_Evansville_Harrison_15-11.png",1992,"Indiana",0.25473485172336,"Female","90s"
"1932_Missouri_Kansas-City_Paseo_24-1.png",1932,"Missouri",0.254265701760778,"Female","30s"
"2005_Indiana_Evansville_Harrison_12-3.png",2005,"Indiana",0.253948460977138,"Female","00s"
"2002_California_San-Diego_Mission-Bay_f-1512.png",2002,"California",0.252146328720683,"Female","00s"
"1933_Missouri_Kansas-City_Paseo_17-1.png",1933,"Missouri",0.251849015051744,"Female","30s"
"2013_Kansas_Kansas-City_Harmon_f-5-13.png",2013,"Kansas",0.251357163987844,"Female","10s"
"2005_Indiana_Evansville_Harrison_17-13.png",2005,"Indiana",0.251027386712566,"Female","00s"
"1950_Virginia_Arlington_Washington-Lee_31-7.png",1950,"Virginia",0.250332386648117,"Female","50s"
"1933_New-York_Brooklyn_Thomas-Jefferson_1-8.png",1933,"New-York",0.250326255890891,"Female","30s"
"1956_Massachusetts_Southbridge_Notre-Dame_0-4.png",1956,"Massachusetts",0.249320954898861,"Female","50s"
"2010_Massachusetts_Plymouth_Plymouth-North_8-13.png",2010,"Massachusetts",0.248944524169978,"Female","10s"
"2013_Kansas_Kansas-City_Harmon_3-8.png",2013,"Kansas",0.248823451552009,"Female","10s"
"1969_Vermont_Rutland_Rutland_5-2.png",1969,"Vermont",0.248814342146909,"Female","60s"
"1955_North-Carolina_Winston-Salem_Richard-J-Reynolds_0-8.png",1955,"North-Carolina",0.248714239275173,"Female","50s"
"1938_Missouri_Kansas-City_Paseo_7-7.png",1938,"Missouri",0.248194994103893,"Female","30s"
"1967_Massachusetts_Hingham_Hingham_16-0.png",1967,"Massachusetts",0.247896557941293,"Female","60s"
"1968_California_San-Francisco_Abraham-Lincoln_23-7.png",1968,"California",0.247662329533703,"Female","60s"
"2013_Virginia_Arlington_Washington-Lee_2-00.png",2013,"Virginia",0.246924965520049,"Female","10s"
"1952_North-Carolina_Lincolnton_Lincolnton_7-15.png",1952,"North-Carolina",0.24650439641255,"Female","50s"
"1960_California_San-Francisco_Abraham-Lincoln_15-24.png",1960,"California",0.246338359320237,"Female","60s"
"1951_California_San-Francisco_Abraham-Lincoln_8-9.png",1951,"California",0.244133089554067,"Female","50s"
"2009_Massachusetts_Plymouth_Plymouth-North_5-5.png",2009,"Massachusetts",0.243028466616196,"Female","00s"
"1963_North-Carolina_Biscoe_East-Montgomery_0-7.png",1963,"North-Carolina",0.241781291872902,"Female","60s"
"1932_Vermont_Rutland_Rutland_4-1.png",1932,"Vermont",0.241402543279593,"Female","30s"
"2001_California_Brentwood_Liberty-Union_20-15.png",2001,"California",0.238535434393731,"Female","00s"
"1978_Vermont_Rutland_Rutland_6-00.png",1978,"Vermont",0.238063063868543,"Male","70s"
"1959_Indiana_Indianapolis_Broad-Ripple_f-6-5.png",1959,"Indiana",0.236779366054696,"Female","50s"
"1977_Texas_Houston_Milby_4-17.png",1977,"Texas",0.236449206465668,"Male","70s"
"1972_Arizona_Douglas_Douglas_5-05.png",1972,"Arizona",0.236056994700619,"Male","70s"
"1964_Indiana_Indianapolis_Arlington_9-26.png",1964,"Indiana",0.235839050251059,"Female","60s"
"1966_California_San-Francisco_Abraham-Lincoln_24-8.png",1966,"California",0.235791263360585,"Female","60s"
"1976_California_San-Francisco_Abraham-Lincoln_23-8.png",1976,"California",0.2354971746781,"Male","70s"
"1985_California_San-Francisco_Abraham-Lincoln_5-7.png",1985,"California",0.235148645402311,"Male","80s"
"1938_New-York_Brooklyn_Samuel-J-Tilden_f-9-19.png",1938,"New-York",0.234224346263045,"Female","30s"
"2002_California_Brentwood_Liberty-Union_16-14.png",2002,"California",0.233909817997793,"Female","00s"
"1977_Texas_Houston_Milby_8-12.png",1977,"Texas",0.231752896019675,"Male","70s"
"1953_Pennsylvania_Pittsburgh_David-B-Oliver_24-1.png",1953,"Pennsylvania",0.231571483488367,"Female","50s"
"1979_California_San-Francisco_Abraham-Lincoln_6-2.png",1979,"California",0.231225062991895,"Male","70s"
"1967_California_San-Francisco_Abraham-Lincoln_21-0.png",1967,"California",0.23071914478435,"Female","60s"
"1935_Pennsylvania_Pittsburgh_Allegheny_11-3.png",1935,"Pennsylvania",0.230445579272109,"Female","30s"
"1974_California_San-Francisco_Abraham-Lincoln_9-11.png",1974,"California",0.229393261605127,"Male","70s"
"1938_New-York_Brooklyn_Samuel-J-Tilden_7-7.png",1938,"New-York",0.229389850816983,"Female","30s"
"1957_Missouri_Kansas-City_Paseo_f-7-16.png",1957,"Missouri",0.229268711142767,"Female","50s"
"1934_Pennsylvania_Pittsburgh_South_12-2.png",1934,"Pennsylvania",0.228674576482047,"Female","30s"
"1954_North-Carolina_Henderson_Henderson_10-7.png",1954,"North-Carolina",0.228087891118608,"Female","50s"
"1933_Vermont_Rutland_Rutland_14-7.png",1933,"Vermont",0.227513736891621,"Female","30s"
"1979_California_San-Francisco_Abraham-Lincoln_6-8.png",1979,"California",0.226899157292948,"Male","70s"
"1955_North-Carolina_Lincolnton_Lincolnton_6-10.png",1955,"North-Carolina",0.22641042341327,"Female","50s"
"1938_New-York_Brooklyn_Samuel-J-Tilden_f-3-14.png",1938,"New-York",0.226340550103758,"Female","30s"
"1959_Indiana_Indianapolis_Broad-Ripple_f-16-18.png",1959,"Indiana",0.225433097915609,"Female","50s"
"1982_Virginia_Arlington_Washington-Lee_40-9.png",1982,"Virginia",0.225235772563981,"Male","80s"
"1972_Missouri_Kansas-City_Paseo_13-10.png",1972,"Missouri",0.22502730423338,"Male","70s"
"1959_North-Carolina_Vale_Union_5-1.png",1959,"North-Carolina",0.22490191649925,"Female","50s"
"1979_New-York_Brooklyn_Samuel-J-Tilden_f-19-6.png",1979,"New-York",0.224856309169689,"Male","70s"
"1950_Virginia_Arlington_Washington-Lee_44-6.png",1950,"Virginia",0.224557991752528,"Female","50s"
"1969_Alabama_Birmingham_Jones-Valley_19-8.png",1969,"Alabama",0.224079199660204,"Female","60s"
"1958_Missouri_Kansas-City_Paseo_1-7.png",1958,"Missouri",0.223955858305825,"Female","50s"
"1937_Missouri_Kansas-City_Paseo_3-12.png",1937,"Missouri",0.223641532839159,"Female","30s"
"2007_Vermont_Rutland_Rutland_f-5-2.png",2007,"Vermont",0.223075586948932,"Female","00s"
"1982_Virginia_Arlington_Washington-Lee_25-4.png",1982,"Virginia",0.222983968089645,"Male","80s"
"1984_Missouri_Kansas-City_Paseo_6-08.png",1984,"Missouri",0.222458238485995,"Male","80s"
"1985_Massachusetts_Southbridge_Southbridge_8-6.png",1985,"Massachusetts",0.221039083091856,"Male","80s"
"1985_California_San-Francisco_Abraham-Lincoln_17-10.png",1985,"California",0.220701319137973,"Male","80s"
"1983_Massachusetts_Plymouth_Plymouth-Carver_26-5.png",1983,"Massachusetts",0.220694863809877,"Male","80s"
"1973_California_San-Francisco_Abraham-Lincoln_25-12.png",1973,"California",0.220616168878331,"Male","70s"
"1983_California_San-Francisco_Abraham-Lincoln_23-4.png",1983,"California",0.219153684902911,"Male","80s"
"1952_Virginia_Arlington_Washington-Lee_17-7.png",1952,"Virginia",0.219115608828268,"Female","50s"
"1954_Virginia_Arlington_Washington-Lee_f-53-7.png",1954,"Virginia",0.219007273172181,"Female","50s"
"1983_California_San-Francisco_Abraham-Lincoln_7-3.png",1983,"California",0.218873047750457,"Male","80s"
"1974_Vermont_Rutland_Rutland_14-021.png",1974,"Vermont",0.217079188325835,"Male","70s"
"1994_Indiana_Evansville_Harrison_1-9.png",1994,"Indiana",0.21682887596479,"Male","90s"
"1934_Pennsylvania_Pittsburgh_Perry_10-5.png",1934,"Pennsylvania",0.2167840521223,"Female","30s"
"1935_Vermont_Rutland_Rutland_14-8.png",1935,"Vermont",0.216321272736166,"Female","30s"
"1935_Pennsylvania_Pittsburgh_South_20-5.png",1935,"Pennsylvania",0.216216716444755,"Female","30s"
"1979_California_San-Francisco_Abraham-Lincoln_39-4.png",1979,"California",0.216154653092694,"Male","70s"
"1935_Vermont_Rutland_Rutland_3-9.png",1935,"Vermont",0.215623907774785,"Female","30s"
